CELL.TYPE	OC_POP	N	NUM_MANUAL_POPS_ZEROED_OUT	PEARSON	SPEARMAN	MEDIAN_OC_FREQ	MEDIAN_MANUAL_FREQ	MEAN_OC_FREQ	MEAN_MANUAL_FREQ	SD_OC_FREQ	SD_MANUAL_FREQ	FILTER
Central Memory cytotoxic T cells	central memory cytotoxic Tcells (CCR7+ , CD45RA-)	922	0	0.579428823073814	0.567747297308044	11.2491340758233	8.2	16.1632297211225	13.6286334056399	14.0541706438238	14.4289514758635	All samples
Effector (E) cytotoxic T cells	effector cytotoxic Tcells  (CCR7-  CD45RA+)	922	0	0.761149005540708	0.767942620307993	50.7956821131215	39.6	50.1857875806297	40.2594360086768	25.4522018954516	24.2661008685887	All samples
pE cytotoxic T cells	pE cytotoxic Tcells (CD27-  CD28-)	922	0	0.788717863270457	0.787836060816305	55.2042614353437	69	51.8514680082642	61.9524945770065	26.5878031684549	23.5337081060996	All samples
pE1 cytotoxic T cells	pE1 cytotoxic Tcells (CD27+  CD28+)	922	0	0.710032658587093	0.720350081125702	15.3587915713502	11.15	21.155725884698	15.0262472885033	17.6909647837311	13.0796409922449	All samples
pE2 cytotoxic T cells	pE2 cytotoxic Tcells (CD27+ , CD28-)	922	0	0.75892484954231	0.781577879894377	12.3324662091135	15.1	16.7384629375093	20.1351409978308	14.3283190830339	16.0489621852077	All samples
Effector Memory (EM) Cytotoxic T cells	effector memory cytotoxic Tcells (CCR7- , CD45RA-)	922	0	0.470242939446712	0.507948337422402	8.29027245678028	21	12.6422639009151	24.1247288503254	12.3979422229435	16.0633381307408	All samples
EM1 cytotoxic T cells	EM1 cytotoxic Tcells (CD27+  CD28+)	922	0	0.787925975256388	0.774196993149604	59.303368176539	54.7	54.9974375251103	51.9011930585683	23.3007760571938	17.9930746928636	All samples
EM2 cytotoxic T cells	EM2 cytotoxic Tcells (CD27+  CD28-)	922	0	0.769003342950758	0.706106977103392	6.46702183783311	9	10.0391466053246	11.6513015184382	10.5695735839256	9.52414061988925	All samples
EM3 cytotoxic T cells	EM3 cytotoxic Tcells (CD27-  CD28-)	922	0	0.795548496453826	0.780780921563057	9.8332212866782	18.5	18.9097118054078	23.610737527115	21.6569729140265	18.293606262144	All samples
EM4 cytotoxic T cells	EM4 cytotoxic Tcells (CD27-  CD28+)	922	0	0.729759501169961	0.664563439228294	12.9035676545464	10.45	16.0537040641572	12.8424078091106	13.2085431884086	10.5487756958055	All samples
Naïve cytotoxic T cells	naive helper Tcells (CCR7+ CD45RA+)	922	0	0.423032680092545	0.467514788142662	43.1375428551728	8	42.7097288614309	12.5689804772234	19.1313875323069	13.2409669633894	All samples
Helper T cells	Helper Tcells-CD4+	922	0	0.992807078971398	0.992161304792837	68.0028945317379	66.9	65.8945075067514	64.8957700650759	14.849884606265	14.9364841820701	All samples
Activated helper T cells	activated helper Tcells (CD4+ HLA-DR+)	922	0	0.368226731051688	0.465834035075968	1.20631798807048	1.9	1.42183883686156	2.27592190889371	0.934969740004791	1.51010546991548	All samples
Central Memory Naïve T cells	central memory helper Tcells (CCR7+ CD45RA-)	922	0	0.836708944540901	0.863400382083112	35.1607990427068	39	35.8321056730933	40.572885032538	14.0342335785087	16.1135891331247	All samples
Effector Helper T cells	effector helper Tcells (CCR7- CD45RA+)	922	0	0.689153010847561	0.632536450512468	3.29856204077523	0.5	6.2650303553836	2.78101952277657	8.92783545166862	5.74387062648324	All samples
Effector memory helper T cells	effector memory helper Tcells (CCR7- CD45RA-)	922	0	0.590452780499558	0.375727301677974	13.2115178793676	4.5	15.1955465788626	7.71214750542299	9.59857854055317	9.56303414682342	All samples
Naïve Helper T cells	naive helper Tcells (CD95- CD28+)	922	0	0.96586624041606	0.969098285592692	45.7490206632529	38.75	44.6059604036273	38.5419739696312	19.6923736206235	17.6334719470395	All samples
Dendritic cells, Natural Killer lymphocytes, monocytes 	DC NK MONOCYTES (CD3- CD19-)	922	0	0.97398020641421	0.972271246709691	27.6150521089987	27.05	29.4538288044223	28.9129067245119	12.3511789457586	11.6890603946535	All samples
Dendritic cells, Natural Killer lymphocytes	DC NK (CD20- CD14-)	922	0	0.921376463238639	0.923065782297609	53.0846912058663	55.3	53.1789500876455	55.0654013015184	15.9065260788656	15.037546432716	All samples
Dendritic cells	DC (HLA-DR+)	922	0	0.877513187256658	0.917944309334444	12.2320615072628	12.3	14.4717921059822	14.3004338394794	10.0742020102199	8.92393235958094	All samples
Myeloid Dendritic cells	Myeloid DC (CD11c+ CD123-)	922	0	0.528960432245976	0.585698285766131	70.2348768833338	71.3	67.1266015471222	69.9622559652928	13.4960093752235	12.6220240150404	All samples
Plasmacytoid Dendritic cells	Plasmacytoid DC (CD11c- CD123+)	922	0	0.296669171499487	0.46552557525681	16.8447210779078	12.25	20.1375377780241	13.7770065075922	12.6459325564945	8.3503985443882	All samples
Natural Killer lymphocytes	NK (CD16+)	922	0	0.886459799481485	0.910005785080325	62.69380314834	66.4	60.5289131160326	65.1654013015184	15.7813556963545	13.6675331271712	All samples
CD56HI Natural Killer lymphocytes	NK CD56HI	922	0	0.282285760692152	0.0550967566069538	0.447087897985004	2.5	0.760470166834403	3.15911062906725	1.28465315677117	2.71427810186076	All samples
CD56LO Natural Killer lymphocytes	NK CD56LO	922	0	0.737694340450193	0.70029765957411	97.0416468370848	90.2	95.0598069987172	88.1667028199566	6.94944507103026	8.29127242674345	All samples
MONOCYTES	MONOCYTES (CD14+)	922	0	0.837274413648509	0.832022566798336	30.0595261598991	41.65	31.4652899125453	41.9572668112798	13.9341281302472	15.0945473509848	All samples
Classical monocytes	Classical monocytes (CD16- CD14+)	922	0	0.091641080852579	0.482618346976445	96.7003968651057	95.7	94.7927350457549	94.1495661605206	7.10498388365432	6.79859511789394	All samples
Non classical monocytes	Non classical monocytes (CD16+ CD14+)	922	0	0.11265387551676	0.416437692021789	3.29960313489422	2.3	5.20726495424512	2.8031453362256	7.10498388365432	2.46145108692793	All samples
